id,source_index,language,repo,review_url,commit_url,metadata_present,review_status,review_error,review_path,review_original_commit_id,review_commit_id,final_commit_sha,path_available,raw_fetch_refs_tried,raw_fetch_success_refs,old_exact_match_any_ref,old_exact_unique_any_ref,old_trimmed_match_any_ref,old_best_exact_count,old_best_trimmed_count,old_best_ref,old_plain_exact_match_any_ref,old_plain_exact_unique_any_ref,old_plain_trimmed_match_any_ref,old_plain_best_exact_count,old_plain_best_trimmed_count,old_plain_best_ref,new_exact_match_any_ref,new_trimmed_match_any_ref,new_best_exact_count,new_best_trimmed_count,new_best_ref,new_plain_exact_match_any_ref,new_plain_trimmed_match_any_ref,new_plain_best_exact_count,new_plain_best_trimmed_count,new_plain_best_ref,prediction_patch_feasible_by_exact_old,prediction_patch_feasible_by_plain_old,test_command_hint
crn-001396,1396,kotlin,yairm210/Unciv,https://api.github.com/repos/yairm210/Unciv/pulls/comments/884111085,https://api.github.com/repos/yairm210/Unciv/commits/25d2a01a9e9acdbb083c1903413c5f1ce6f3dcfc,True,200,,core/src/com/unciv/ui/cityscreen/CityStatsTable.kt,8d6c3232c4eb85b33979765378e3e20ea3415fb7,4ba7d5f07163a82eb20bb3e31f924d5cf3d6646a,25d2a01a9e9acdbb083c1903413c5f1ce6f3dcfc,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,./gradlew test
crn-001614,1614,kotlin,ben-manes/gradle-versions-plugin,https://api.github.com/repos/ben-manes/gradle-versions-plugin/pulls/comments/967889632,https://api.github.com/repos/ben-manes/gradle-versions-plugin/commits/3724f784ce6b166021919050e2c914ce01f4e2f3,True,200,,gradle-versions-plugin/src/main/kotlin/com/github/benmanes/gradle/versions/updates/OutputFormatterArgument.kt,79a973670daf4fdf91dbc5c47f9fbafed3dc098d,3724f784ce6b166021919050e2c914ce01f4e2f3,3724f784ce6b166021919050e2c914ce01f4e2f3,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,./gradlew test
crn-008458,8458,python,apache/kafka,https://api.github.com/repos/apache/kafka/pulls/comments/1003150085,https://api.github.com/repos/apache/kafka/commits/723ea455a95950d80ccc06b85c7decc35a9b3a79,True,200,,tests/kafkatest/tests/streams/streams_upgrade_test.py,66d52b52315916d0240a6cbf2d93ef227c1009b6,c998718f6857400eafa2c9ae02432602268442be,723ea455a95950d80ccc06b85c7decc35a9b3a79,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,pytest or project-specific test command
crn-013841,13841,kotlin,revanced/revanced-patches,https://api.github.com/repos/revanced/revanced-patches/pulls/comments/1031920185,https://api.github.com/repos/revanced/revanced-patches/commits/d66ac52b0bd10611034d0fcb5894f2b6d460a2dd,True,451,HTTPError: 451,,,,d66ac52b0bd10611034d0fcb5894f2b6d460a2dd,False,0,0,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,./gradlew test
crn-000281,281,swift,mozilla-mobile/firefox-ios,https://api.github.com/repos/mozilla-mobile/firefox-ios/pulls/comments/915883413,https://api.github.com/repos/mozilla-mobile/firefox-ios/commits/fec3ad5a8a6ddb141d0a685855fa55013e01425c,True,200,,Client/Frontend/Home/JumpBackIn/JumpBackInViewModel.swift,0bc02f1dc6136ee8365256fe54a406b5ec1097b5,0008fe3ea6db244001248845dd097aa1ee9eaff1,fec3ad5a8a6ddb141d0a685855fa55013e01425c,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,swift test or xcodebuild test
crn-008649,8649,go,pachyderm/pachyderm,https://api.github.com/repos/pachyderm/pachyderm/pulls/comments/951676786,https://api.github.com/repos/pachyderm/pachyderm/commits/8a9e2823dd7cedf92952cc3aca7ee9bd3c7ca415,True,200,,src/server/pfs/pretty/pretty.go,a6da91f6eec221b14e6307223d968c07279dedee,b8d5d1aaf5e7d7d5e8ae2657e0ba3b8493c4cfa7,8a9e2823dd7cedf92952cc3aca7ee9bd3c7ca415,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,go test ./...
crn-009342,9342,python,python/cpython,https://api.github.com/repos/python/cpython/pulls/comments/1118081271,https://api.github.com/repos/python/cpython/commits/3a8506dc2b5962600fbe140956b03c495910e41c,True,200,,Lib/fractions.py,b0dca38aa3e0af061127bac6a1225cb05eaadfa4,53d5e9407f0588bc2e12f3b919e66a49985be9b9,3a8506dc2b5962600fbe140956b03c495910e41c,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,pytest or project-specific test command
crn-006996,6996,go,kubevela/kubevela,https://api.github.com/repos/kubevela/kubevela/pulls/comments/1093953335,https://api.github.com/repos/kubevela/kubevela/commits/17a1131b90e91cd9d17cdca9b480873731c44bb2,True,200,,references/cli/adopt.go,96a2ae8fb7568ab5f5cbd01e9486419bf6fa3666,17a1131b90e91cd9d17cdca9b480873731c44bb2,17a1131b90e91cd9d17cdca9b480873731c44bb2,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,go test ./...
crn-008463,8463,java,apache/kafka,https://api.github.com/repos/apache/kafka/pulls/comments/1017721015,https://api.github.com/repos/apache/kafka/commits/7da5f0ef8e5d08826abb3487c1668639792aaad1,True,200,,clients/src/main/java/org/apache/kafka/clients/consumer/ConsumerPartitionAssignor.java,98c1ad3dd72b8695d58a423559636774b1483b75,69ed5abef2c417356b282d3c8c01c0ab32304e00,7da5f0ef8e5d08826abb3487c1668639792aaad1,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,mvn test or ./gradlew test
crn-007353,7353,csharp,dotnet/roslyn,https://api.github.com/repos/dotnet/roslyn/pulls/comments/1121905156,https://api.github.com/repos/dotnet/roslyn/commits/db3f3119f404fd882632649795710797f7683e90,True,200,,src/VisualStudio/IntegrationTest/New.IntegrationTests/Options/GlobalOptionsTest.cs,3b1abe9bbf60a539b66494fdf3414d29be524a93,8ab3699c56da5574c4555af08d203b90492e8ad6,db3f3119f404fd882632649795710797f7683e90,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,dotnet test
crn-008788,8788,python,frappe/frappe,https://api.github.com/repos/frappe/frappe/pulls/comments/1083698765,https://api.github.com/repos/frappe/frappe/commits/550261b3dcbc7ecec04fb9b8d5eddce203fefa23,True,200,,frappe/model/base_document.py,9efe84a644ab253820069d0b1511939cd5bbea4a,9d10028a35186659668fa3652dc2620929a8c1ba,550261b3dcbc7ecec04fb9b8d5eddce203fefa23,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,pytest or project-specific test command
crn-006294,6294,c,aws/s2n-tls,https://api.github.com/repos/aws/s2n-tls/pulls/comments/1112261644,https://api.github.com/repos/aws/s2n-tls/commits/02660eb0f3e85381627eb8677bbf7862e5f5b0d9,True,200,,tests/fuzz/s2n_kyber_r3_recv_ciphertext_fuzz_test.c,bf4111ac17eaf13bacd4ed47a06af8742b3f7c28,80ac4e349a70ef9eb102943e77c5f67d3ee1e54e,02660eb0f3e85381627eb8677bbf7862e5f5b0d9,True,3,3,False,False,False,0,0,,True,True,True,1,1,bf4111ac17eaf13bacd4ed47a06af8742b3f7c28,False,False,0,0,,True,True,1,1,80ac4e349a70ef9eb102943e77c5f67d3ee1e54e,False,True,make test or ctest
crn-014783,14783,java,pingcap/tispark,https://api.github.com/repos/pingcap/tispark/pulls/comments/980871558,https://api.github.com/repos/pingcap/tispark/commits/006b00496892325e711c161c1461fd359af08773,True,200,,tikv-client/src/main/java/com/pingcap/tikv/key/ClusterIndexScanKeyRangeBuilder.java,e2aed909a9b61bfb978808aef6012a8132eba654,a4d170866d9a87897bc7528c82635f25b82dff11,006b00496892325e711c161c1461fd359af08773,True,3,2,False,False,False,0,0,,True,True,True,1,1,e2aed909a9b61bfb978808aef6012a8132eba654,False,False,0,0,,True,True,1,1,006b00496892325e711c161c1461fd359af08773,False,True,mvn test or ./gradlew test
crn-011431,11431,java,commons-app/apps-android-commons,https://api.github.com/repos/commons-app/apps-android-commons/pulls/comments/1008822565,https://api.github.com/repos/commons-app/apps-android-commons/commits/5cf81c92437d80e17d05f7a6244cb98d3efa56c4,True,200,,app/src/main/java/fr/free/nrw/commons/upload/UploadMediaDetailAdapter.java,faaa134307b8e13125944c06874ab134e25176c0,5cf81c92437d80e17d05f7a6244cb98d3efa56c4,5cf81c92437d80e17d05f7a6244cb98d3efa56c4,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,mvn test or ./gradlew test
crn-013496,13496,kotlin,wordpress-mobile/WordPress-Android,https://api.github.com/repos/wordpress-mobile/WordPress-Android/pulls/comments/1014551823,https://api.github.com/repos/wordpress-mobile/WordPress-Android/commits/2663bd7fc6e49723d883ff28e69be2c12f86351b,True,200,,WordPress/src/main/java/org/wordpress/android/reader/savedposts/resolver/ReaderSavedPostsResolver.kt,27a89d93391fc9c1ab867bd7d48c503c1c9f880e,4503f01f1b6a7d9050fa3915c775fc711e426ef8,2663bd7fc6e49723d883ff28e69be2c12f86351b,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,./gradlew test
crn-014815,14815,scala,digital-asset/daml,https://api.github.com/repos/digital-asset/daml/pulls/comments/1136863271,https://api.github.com/repos/digital-asset/daml/commits/7f9be5d6f15f91e6e98664dc3b4dd8fdf0631d55,True,200,,daml-script/runner/src/main/scala/com/digitalasset/daml/lf/engine/script/TestMain.scala,a1f9974c4106449f808898968a1beb15119c44e1,06ef028b1dcdc82b7c1d1903f61ebcb5f2352618,7f9be5d6f15f91e6e98664dc3b4dd8fdf0631d55,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,sbt test
crn-004826,4826,ruby,mongodb/mongoid,https://api.github.com/repos/mongodb/mongoid/pulls/comments/904789068,https://api.github.com/repos/mongodb/mongoid/commits/77937191995623615f8c7e4a442a63974901a9fc,True,200,,lib/mongoid/extensions/hash.rb,f5fa64add28771c52e8f8a8a3881496d8fd2e20e,cbef3aab8fe34f82e12af80ba6bfc5db060209dd,77937191995623615f8c7e4a442a63974901a9fc,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,bundle exec rake test or bundle exec rspec
crn-004988,4988,go,aws/copilot-cli,https://api.github.com/repos/aws/copilot-cli/pulls/comments/1029618088,https://api.github.com/repos/aws/copilot-cli/commits/99fb7e07a7377ec563a52679f87c0a1c88617f7f,True,200,,internal/pkg/cli/init.go,182c519ff12dcb46007d1cc92ac771e05e0ca569,2bed50cf733ec68cd26093d21a6f84585ca2370e,99fb7e07a7377ec563a52679f87c0a1c88617f7f,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,go test ./...
crn-008184,8184,java,line/armeria,https://api.github.com/repos/line/armeria/pulls/comments/974213183,https://api.github.com/repos/line/armeria/commits/dc8fbc7fe7c6d07b39373f965f04910f6e2e902f,True,200,,graphql/src/main/java/com/linecorp/armeria/server/graphql/GraphqlErrorsHandler.java,4420bb51c7a187da0493dcce451ce58693c190f6,7794cc453bf1bef91777ef5891c48cee97670eaa,dc8fbc7fe7c6d07b39373f965f04910f6e2e902f,True,3,2,False,False,False,0,0,,True,True,True,1,1,4420bb51c7a187da0493dcce451ce58693c190f6,False,False,0,0,,True,True,1,1,dc8fbc7fe7c6d07b39373f965f04910f6e2e902f,False,True,mvn test or ./gradlew test
crn-002631,2631,r,r-lib/roxygen2,https://api.github.com/repos/r-lib/roxygen2/pulls/comments/847616358,https://api.github.com/repos/r-lib/roxygen2/commits/497824d86566654b43d0ec2b057ce6f8923a1194,True,200,,R/load.R,d5cd3cd21fe4711644e18ad225ac0d029214012f,845ab6461d577e382079bdd91e5e1d8b097b7394,497824d86566654b43d0ec2b057ce6f8923a1194,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,R CMD check or devtools::test()
crn-011482,11482,go,beego/beego,https://api.github.com/repos/beego/beego/pulls/comments/1046715406,https://api.github.com/repos/beego/beego/commits/cbb4fcbbde31edcc7dc02493c0e967aac55ccf01,True,200,,client/cache/error_code.go,4f860e4ba71693ee1d2f1fe9759a749a2b1fb179,cd10c79325b453bf63e9473db71afc239ae8e3bd,cbb4fcbbde31edcc7dc02493c0e967aac55ccf01,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,go test ./...
crn-006290,6290,c,aws/s2n-tls,https://api.github.com/repos/aws/s2n-tls/pulls/comments/1099610655,https://api.github.com/repos/aws/s2n-tls/commits/4e7dd32626172d1b8bb5c41a6ecb4307eecf66d2,True,200,,tls/extensions/s2n_server_key_share.c,2a9afab0577f311bdf8c05680d0fd326d2c07433,80ac4e349a70ef9eb102943e77c5f67d3ee1e54e,4e7dd32626172d1b8bb5c41a6ecb4307eecf66d2,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,make test or ctest
crn-011081,11081,csharp,MirrorNetworking/Mirror,https://api.github.com/repos/MirrorNetworking/Mirror/pulls/comments/1108378586,https://api.github.com/repos/MirrorNetworking/Mirror/commits/17006add75fb9c8133ae2435f8ae1021a260f572,True,200,,Assets/Mirror/Editor/Weaver/Processors/TargetRpcProcessor.cs,5adac13e7f4f4546a1c0c40b5d611225ad6c8e86,17006add75fb9c8133ae2435f8ae1021a260f572,17006add75fb9c8133ae2435f8ae1021a260f572,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,dotnet test
crn-010182,10182,cpp,ihhub/fheroes2,https://api.github.com/repos/ihhub/fheroes2/pulls/comments/1045231846,https://api.github.com/repos/ihhub/fheroes2/commits/21e2da297cd1b5f92bf30c82f85a094986845661,True,200,,src/fheroes2/agg/agg_image.cpp,ce1b5dbeeaa5a0d394c88bf10484059c70e6093d,c0a9e26494e4acfdb5e28bacba04b0b90e0edc46,21e2da297cd1b5f92bf30c82f85a094986845661,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,cmake/ctest project-specific command
crn-010456,10456,go,onflow/flow-go,https://api.github.com/repos/onflow/flow-go/pulls/comments/1028833877,https://api.github.com/repos/onflow/flow-go/commits/68f82657f95e4effc9fcdb8c6b28a40c360b99ce,True,200,,consensus/hotstuff/eventhandler/event_handler.go,d74cd32abc0770f437da1b22c9e0e98ffeda662e,f01d744646204ecbfbb12752ea98734e3dc1f317,68f82657f95e4effc9fcdb8c6b28a40c360b99ce,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,go test ./...
crn-014703,14703,scala,broadinstitute/cromwell,https://api.github.com/repos/broadinstitute/cromwell/pulls/comments/1026870136,https://api.github.com/repos/broadinstitute/cromwell/commits/6b2abb89ac8b5e98975a9d62c8b40076907e8f3c,True,200,,project/Dependencies.scala,f7dc8ef5d5f169661bf790f9c15bccbfe25e1ba8,4c0373f24178b5f18894807e58673e9a4aea97eb,6b2abb89ac8b5e98975a9d62c8b40076907e8f3c,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,sbt test
crn-013103,13103,go,hashicorp/terraform-provider-azurerm,https://api.github.com/repos/hashicorp/terraform-provider-azurerm/pulls/comments/1113067171,https://api.github.com/repos/hashicorp/terraform-provider-azurerm/commits/e1d77e821b1a56c7eadea92af22329f0cb517fc5,True,200,,internal/services/appservice/windows_web_app_resource.go,5ab325b8b8325930210296019cad024de650d8da,4ec1d7879d148202b93539758a7a4294e2abfeac,e1d77e821b1a56c7eadea92af22329f0cb517fc5,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,go test ./...
crn-005824,5824,javascript,magento/pwa-studio,https://api.github.com/repos/magento/pwa-studio/pulls/comments/902830257,https://api.github.com/repos/magento/pwa-studio/commits/f5502c83f4252c47ecdab1bf89ea4fe4da817cef,True,200,,packages/extensions/experience-platform-connector/src/handlers/shoppingCartPageView.js,420647cbb82b7ed08c16214a40e3a8acb2a81b40,f5502c83f4252c47ecdab1bf89ea4fe4da817cef,f5502c83f4252c47ecdab1bf89ea4fe4da817cef,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,npm test
crn-014678,14678,python,h2oai/sparkling-water,https://api.github.com/repos/h2oai/sparkling-water/pulls/comments/935422575,https://api.github.com/repos/h2oai/sparkling-water/commits/614fda736fa1546e8a2b7f4380be96db8a381c3e,True,200,,py/tests/unit/with_runtime_sparkling/test_Spark_to_H2O_conversions.py,7068285d28e96959928ed07ab693a6460413bd45,614fda736fa1546e8a2b7f4380be96db8a381c3e,614fda736fa1546e8a2b7f4380be96db8a381c3e,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,pytest or project-specific test command
crn-004624,4624,cpp,ihhub/fheroes2,https://api.github.com/repos/ihhub/fheroes2/pulls/comments/1028407824,https://api.github.com/repos/ihhub/fheroes2/commits/ee9517e675578c4e46c9f975820dcdc2f8d9520a,True,200,,src/engine/screen.cpp,f10ebf67e9d163c7f6fcf51e435074520404460c,ee9517e675578c4e46c9f975820dcdc2f8d9520a,ee9517e675578c4e46c9f975820dcdc2f8d9520a,True,2,2,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,cmake/ctest project-specific command
crn-009421,9421,cpp,openxla/iree,https://api.github.com/repos/openxla/iree/pulls/comments/1123411810,https://api.github.com/repos/openxla/iree/commits/933c20236d68e8ee0e66f377b92c7e461763d4c5,True,200,,compiler/src/iree/compiler/Codegen/Common/TransformExtensions/CommonExtensions.cpp,f644df38da29049c6e5e3094162e28d48c789c90,fb90b5918e6d94b2cfe80f89bcbe91be38f687a1,933c20236d68e8ee0e66f377b92c7e461763d4c5,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,cmake/ctest project-specific command
crn-007074,7074,c,fluent/fluent-bit,https://api.github.com/repos/fluent/fluent-bit/pulls/comments/1048001102,https://api.github.com/repos/fluent/fluent-bit/commits/1633c49aadad55bac483c5e55772de0e6c29704a,True,200,,plugins/out_es/es.c,b552e148d9d130c75762df16e88e226627f0949e,1917a7760d1bd400ac987620661b48e1bbc001ae,1633c49aadad55bac483c5e55772de0e6c29704a,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,make test or ctest
crn-012736,12736,python,spyder-ide/spyder,https://api.github.com/repos/spyder-ide/spyder/pulls/comments/985864641,https://api.github.com/repos/spyder-ide/spyder/commits/ed497b0921ac06715b66803c84469364c2b01ea5,True,200,,spyder/widgets/collectionseditor.py,9466b2d4e01ecc6fdf8a0252e02a60cedcf893c2,8e5c109cfe2734f058532e82db93419544bf6aa9,ed497b0921ac06715b66803c84469364c2b01ea5,True,3,3,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,pytest or project-specific test command
crn-014203,14203,kotlin,tuskyapp/Tusky,https://api.github.com/repos/tuskyapp/Tusky/pulls/comments/875176002,https://api.github.com/repos/tuskyapp/Tusky/commits/765993781282eb246b51cf9632199f7ce6e6d611,True,403,HTTPError: 403,,,,765993781282eb246b51cf9632199f7ce6e6d611,False,0,0,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,./gradlew test
crn-001174,1174,kotlin,arrow-kt/arrow,https://api.github.com/repos/arrow-kt/arrow/pulls/comments/922678039,https://api.github.com/repos/arrow-kt/arrow/commits/1e1f63eea5861f7a3a1c1408544d4a935ba85b48,True,403,HTTPError: 403,,,,1e1f63eea5861f7a3a1c1408544d4a935ba85b48,False,0,0,False,False,False,0,0,,False,False,False,0,0,,False,False,0,0,,False,False,0,0,,False,False,./gradlew test
