model,condition,example_id,raw_output_len_chars,extracted_code_len_chars,flags,warning,error
qwen2.5-coder:7b,no_review,crn-000862,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-006421,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-000801,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-009395,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-004543,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-006291,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-000798,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:07:30.868538549Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 26018175837, 'load_duration': 5424642092, 'prompt_eval_count': 147, 'prompt_eval_duration': 20582710472, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000744,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:08:36.590737745Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 11852913662, 'load_duration': 227119319, 'prompt_eval_count': 132, 'prompt_eval_duration': 11620901319, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-001241,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:08:49.338157513Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 12746426633, 'load_duration': 119075285, 'prompt_eval_count': 138, 'prompt_eval_duration': 12620604694, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-009360,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-005359,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-002326,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-005332,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-009549,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-009507,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-014335,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-000352,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-009965,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-001766,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-006094,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-003831,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-002447,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-005935,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-003340,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-006141,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-010983,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-002782,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-000938,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-012022,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-006672,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-002936,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-001592,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-012114,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-009143,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-007430,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-008317,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-005837,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-005987,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-004034,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-013498,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-008596,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,BackendRequestError: Could not reach local backend at http://127.0.0.1:11434/api/chat: [Errno 111] Connection refused
qwen2.5-coder:7b,no_review,crn-004704,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:14:37.754920194Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 29767548662, 'load_duration': 5596629752, 'prompt_eval_count': 145, 'prompt_eval_duration': 24164125429, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000658,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-006483,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-008292,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:20:18.523553252Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 35608680868, 'load_duration': 117693102, 'prompt_eval_count': 282, 'prompt_eval_duration': 35483010372, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-006652,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-004798,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:22:07.80692859Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 8278951729, 'load_duration': 204235482, 'prompt_eval_count': 104, 'prompt_eval_duration': 8068892523, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-007113,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-008421,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,RemoteDisconnected: Remote end closed connection without response
qwen2.5-coder:7b,no_review,crn-014837,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:25:58.649103306Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 208635744, 'load_duration': 185826933, 'prompt_eval_count': 144, 'prompt_eval_duration': 17277423, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000953,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:00.599331545Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 277563021, 'load_duration': 243415894, 'prompt_eval_count': 196, 'prompt_eval_duration': 22240991, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-013469,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:00.762526439Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 162216854, 'load_duration': 123850854, 'prompt_eval_count': 285, 'prompt_eval_duration': 29137822, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-013776,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:02.486958412Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 462949868, 'load_duration': 147681096, 'prompt_eval_count': 125, 'prompt_eval_duration': 16631557, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-013776,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:02.634350379Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 167134255, 'load_duration': 148238623, 'prompt_eval_count': 125, 'prompt_eval_duration': 11811352, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-009938,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:04.106919142Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 728911543, 'load_duration': 155088552, 'prompt_eval_count': 348, 'prompt_eval_duration': 34323091, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-009938,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:04.265698253Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 198901070, 'load_duration': 181174282, 'prompt_eval_count': 348, 'prompt_eval_duration': 10852398, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000654,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:09.059467676Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 1270856302, 'load_duration': 186056026, 'prompt_eval_count': 155, 'prompt_eval_duration': 18162927, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000654,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:09.184057682Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 146423861, 'load_duration': 128247348, 'prompt_eval_count': 155, 'prompt_eval_duration': 10726650, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000126,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:09.243345657Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 182586799, 'load_duration': 161355196, 'prompt_eval_count': 119, 'prompt_eval_duration': 15662662, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-000126,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:09.369182145Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 183049186, 'load_duration': 164895671, 'prompt_eval_count': 119, 'prompt_eval_duration': 11239021, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-012176,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:16.013667568Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 592959365, 'load_duration': 252097993, 'prompt_eval_count': 176, 'prompt_eval_duration': 18680735, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-012176,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:17.170453828Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 1178446616, 'load_duration': 173210383, 'prompt_eval_count': 176, 'prompt_eval_duration': 18625844, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-007657,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:21.947082301Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 1344736898, 'load_duration': 128008961, 'prompt_eval_count': 324, 'prompt_eval_duration': 30340276, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-007657,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:24.431978479Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 1399671059, 'load_duration': 219327266, 'prompt_eval_count': 324, 'prompt_eval_duration': 31383138, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-007196,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:30.849092995Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 1666948767, 'load_duration': 171551640, 'prompt_eval_count': 136, 'prompt_eval_duration': 16269617, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-011907,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:31.016533871Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 166268418, 'load_duration': 137924480, 'prompt_eval_count': 197, 'prompt_eval_duration': 21672092, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-014505,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:32.571082468Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 1553316105, 'load_duration': 168282285, 'prompt_eval_count': 112, 'prompt_eval_duration': 15513499, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-007196,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:32.758447325Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 203954721, 'load_duration': 177574440, 'prompt_eval_count': 136, 'prompt_eval_duration': 17209699, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-011907,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:32.932804204Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 172897469, 'load_duration': 138158046, 'prompt_eval_count': 197, 'prompt_eval_duration': 25788148, 'eval_count': 1}"
qwen2.5-coder:7b,no_review,crn-014505,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.093089393Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 158593257, 'load_duration': 135624543, 'prompt_eval_count': 112, 'prompt_eval_duration': 18319597, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005287,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:32.804251492Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 198276314, 'load_duration': 171182197, 'prompt_eval_count': 146, 'prompt_eval_duration': 22175598, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-011737,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:32.978540195Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 172562902, 'load_duration': 144021182, 'prompt_eval_count': 168, 'prompt_eval_duration': 23428286, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002932,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.15070363Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 171175164, 'load_duration': 141060012, 'prompt_eval_count': 201, 'prompt_eval_duration': 25084971, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002932,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.251879905Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 155071100, 'load_duration': 135154030, 'prompt_eval_count': 201, 'prompt_eval_duration': 12541081, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002192,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.336372583Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 183635811, 'load_duration': 135249334, 'prompt_eval_count': 424, 'prompt_eval_duration': 40261955, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002192,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.403053508Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 150076415, 'load_duration': 130073311, 'prompt_eval_count': 424, 'prompt_eval_duration': 10875069, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006232,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.520825149Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 183113123, 'load_duration': 153940051, 'prompt_eval_count': 181, 'prompt_eval_duration': 22400419, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006232,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.546019013Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 141557383, 'load_duration': 120203084, 'prompt_eval_count': 181, 'prompt_eval_duration': 11874001, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-011391,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.803771691Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 280751508, 'load_duration': 242803922, 'prompt_eval_count': 286, 'prompt_eval_duration': 31288587, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-011391,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:33.819110627Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 271122474, 'load_duration': 241893125, 'prompt_eval_count': 286, 'prompt_eval_duration': 10856073, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004518,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:35.867518907Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 951529420, 'load_duration': 187955759, 'prompt_eval_count': 138, 'prompt_eval_duration': 18324195, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004518,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:36.065953814Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 220004973, 'load_duration': 204661814, 'prompt_eval_count': 138, 'prompt_eval_duration': 10576012, 'eval_count': 1}"
